user_id,/,/features/mobile,/signup,/tutorial/intro,/tutorial/step-one,/tutorial/step-two,/tutorial/step-three,/tutorial/step-four,/tutorial/end,/about,/features/web,/features,/features/desktop,/pricing
6842,6,,17.0,14.0,18.0,14.0,8.0,18.0,15.0,,,,,
6843,10,10.0,3.0,3.0,,,,,,,,,,
6844,18,18.0,10.0,5.0,19.0,14.0,17.0,,,,,,,
6845,15,,,,,,,,,,,6.0,,
6846,2,,,,,,,,,,,,,
6847,17,,8.0,14.0,,,,,,,,,9.0,
6848,8,8.0,18.0,7.0,7.0,9.0,8.0,14.0,6.0,,,12.0,10.0,
6849,6,,11.0,,,,,,,,,3.0,,
6850,15,,19.0,17.0,2.0,13.0,4.0,,,18.0,,,2.0,
6851,10,,16.0,2.0,6.0,11.0,20.0,5.0,20.0,,,,,
6852,4,,,,,,,,,,,,,
6853,1,,,,,,,,,,,2.0,,
6854,5,,15.0,,,,,,,,,,,17.0
6855,15,,1.0,9.0,10.0,,,,,,,,,
6856,1,2.0,1.0,,,,,,,,1.0,,,
6857,18,,,,,,,,,,,,,
6858,6,13.0,5.0,,,,,,,,20.0,10.0,,
6859,9,,,,,,,,,,,,,
6860,16,19.0,13.0,3.0,,,,,,,,10.0,,
6861,1,,1.0,,,,,,,,,,2.0,
6862,15,,12.0,12.0,16.0,6.0,18.0,7.0,,,12.0,11.0,,
6863,2,,7.0,3.0,1.0,6.0,11.0,11.0,19.0,,11.0,,1.0,
6864,8,,,,,,,,,,,,,
6865,14,16.0,5.0,1.0,,,,,,,,,,
6866,1,5.0,1.0,,,,,,,,,,,
6867,2,2.0,1.0,,,,,,,,,,,
6868,10,4.0,3.0,4.0,12.0,13.0,,,,,,9.0,,
6869,1,,,,,,,,,,,,,
6870,11,,15.0,15.0,10.0,,,,,,,,19.0,
6871,6,,19.0,,,,,,,,,,,
6872,17,4.0,,,,,,,,,,,,
6873,1,15.0,17.0,,,,,,,,,,11.0,
6874,2,2.0,1.0,,,,,,,,,,1.0,
6875,12,12.0,11.0,9.0,14.0,7.0,15.0,13.0,1.0,,,12.0,14.0,
6876,13,,17.0,12.0,13.0,,,,,,,6.0,,
6877,16,,19.0,15.0,7.0,4.0,10.0,3.0,,,,,,
6878,20,,,,,,,,,,,,,
6879,10,,6.0,5.0,19.0,19.0,3.0,14.0,4.0,,12.0,,,
6880,2,,2.0,,,,,,,,,,,
6881,6,,7.0,12.0,1.0,14.0,3.0,,,,,16.0,19.0,
6882,2,16.0,,,,,,,,,,,,
6883,4,2.0,13.0,,,,,,,,,,3.0,
6884,6,,6.0,,,,,,,,,13.0,20.0,18.0
6885,10,,,,,,,,,,,,,
6886,2,,,,,,,,,,,,,
6887,15,4.0,13.0,17.0,8.0,16.0,18.0,13.0,13.0,,8.0,,,
6888,2,,2.0,,,,,,,,2.0,,,
6889,2,,9.0,17.0,8.0,17.0,20.0,12.0,14.0,,13.0,,,
6890,2,1.0,2.0,,,,,,,,2.0,,,
6891,18,,15.0,11.0,15.0,19.0,1.0,18.0,5.0,,,,11.0,
6892,4,,3.0,20.0,11.0,16.0,,,,,3.0,,1.0,
6893,19,,,,,,,,,,,9.0,,19.0
6894,2,,9.0,6.0,10.0,12.0,3.0,11.0,10.0,,,2.0,14.0,
6895,3,,7.0,17.0,,,,,,,,,,1.0
6896,8,,,,,,,,,,,,,
6897,4,,,,,,,,,,,,,
6898,2,2.0,1.0,,,,,,,,,,1.0,1.0
6899,17,6.0,20.0,10.0,16.0,18.0,6.0,17.0,9.0,,,,,
6900,5,,2.0,13.0,,,,,,,,,,
6901,9,12.0,11.0,6.0,17.0,6.0,,,,,14.0,,,
6902,3,,11.0,17.0,6.0,19.0,17.0,,,,9.0,11.0,5.0,
6903,14,,,,,,,,,,20.0,12.0,,
6904,16,5.0,1.0,1.0,11.0,3.0,17.0,16.0,1.0,,18.0,,,
6905,11,10.0,16.0,,,,,,,,,,17.0,
6906,8,,12.0,,,,,,,,17.0,,,
6907,15,17.0,12.0,20.0,6.0,1.0,4.0,13.0,9.0,2.0,,,,
6908,17,,12.0,3.0,18.0,,,,,,,,12.0,
6909,1,,1.0,,,,,,,,,,,
6910,15,,15.0,10.0,8.0,9.0,17.0,17.0,19.0,,11.0,6.0,9.0,
6911,20,,1.0,6.0,7.0,4.0,9.0,11.0,,,,,8.0,
6912,18,2.0,10.0,,,,,,,,,,,
6913,7,,,,,,,,,,,,,
6914,3,,1.0,11.0,17.0,15.0,13.0,9.0,3.0,,,,,
6915,12,,17.0,1.0,16.0,20.0,6.0,,,,,,1.0,
6916,10,4.0,2.0,7.0,,,,,,,3.0,20.0,,
6917,16,,,,,,,,,12.0,,,,
6918,3,,,,,,,,,,,,,
6919,12,,13.0,6.0,,,,,,,9.0,17.0,,
6920,14,,,,,,,,,,,,,
6921,3,,20.0,,,,,,,,,,1.0,
6922,17,,6.0,1.0,17.0,14.0,,,,,,,,
6923,6,,2.0,,,,,,,,,,,
6924,12,,5.0,6.0,9.0,14.0,14.0,11.0,3.0,,,,,
6925,10,10.0,10.0,2.0,4.0,12.0,14.0,9.0,3.0,,,,,
6926,1,,2.0,,,,,,,,1.0,,,2.0
6927,2,,,,,,,,,,,,,
6928,14,11.0,,,,,,,,,8.0,,20.0,
6929,14,,5.0,3.0,20.0,18.0,,,,,,,,
6930,10,,,,,,,,,,,,,
6931,10,,,,,,,,,,,,,
6932,10,,14.0,20.0,8.0,3.0,14.0,,,,,,,
6933,10,,7.0,11.0,7.0,17.0,5.0,,,,2.0,,12.0,
6934,17,,,,,,,,,,,,,
6935,15,,,,,,,,,,,,,
6936,1,1.0,1.0,,,,,,,,,1.0,,
6937,10,,9.0,18.0,3.0,16.0,3.0,17.0,,,19.0,,,
6938,5,,20.0,,,,,,,,,,,
6939,16,,17.0,,,,,,,,,,14.0,
6940,8,,,,,,,,,,,,,
6941,14,,,,,,,,,,,,,
6942,17,20.0,7.0,,,,,,,,,,10.0,
6943,6,,,,,,,,,,,,,
6944,5,,8.0,16.0,18.0,7.0,19.0,,,,12.0,,,
6945,20,,,,,,,,,,,,,
6946,5,,10.0,7.0,2.0,8.0,8.0,1.0,11.0,,,3.0,1.0,
6947,10,,7.0,6.0,4.0,9.0,,,,11.0,,7.0,,
6948,14,,3.0,20.0,7.0,3.0,7.0,16.0,8.0,,10.0,,10.0,
6949,1,,19.0,19.0,6.0,5.0,14.0,15.0,,,7.0,,6.0,
6950,6,12.0,6.0,7.0,12.0,17.0,,,,,12.0,,,
6951,1,,1.0,,,,,,,,,,,
6952,1,,2.0,,,,,,,,,,,
6953,2,,14.0,,,,,,,,15.0,,,
6954,9,12.0,5.0,18.0,12.0,5.0,4.0,14.0,6.0,,,,,
6955,3,,,,,,,,,,,,,
6956,2,,,,,,,,,,,,,
6957,9,,10.0,3.0,13.0,10.0,,,,,,,1.0,
6958,3,13.0,11.0,,,,,,,,,,1.0,
6959,18,,,,,,,,,,,,,
6960,20,,,,,,,,,,,,,
6961,17,,9.0,16.0,2.0,14.0,9.0,,,,12.0,,,
6962,1,1.0,2.0,,,,,,,,1.0,,,
6963,14,,,,,,,,,,,,,
6964,16,,2.0,,,,,,,,,,5.0,
6965,1,,20.0,,,,,,,20.0,20.0,4.0,,4.0
6966,14,,,,,,,,,,,3.0,,
6967,2,,10.0,3.0,1.0,11.0,,,,,14.0,16.0,5.0,3.0
6968,7,2.0,9.0,9.0,,,,,,,,,3.0,
6969,2,,1.0,,,,,,,,,,,
6970,18,,10.0,5.0,6.0,14.0,10.0,,,,,,,
6971,13,,20.0,15.0,5.0,15.0,17.0,15.0,17.0,,,,,
6972,4,,,,,,,,,,,,,
6973,18,13.0,4.0,2.0,12.0,16.0,18.0,13.0,10.0,,,,,
6974,2,,,,,,,,,,,,,
6975,14,,9.0,14.0,20.0,1.0,10.0,6.0,7.0,,10.0,,,
6976,10,,,,,,,,,,,,,4.0
6977,17,,8.0,5.0,12.0,,,,,,,18.0,,
6978,15,,,,,,,,,,,,,
6979,20,,,,,,,,,,,,,
6980,1,13.0,11.0,6.0,7.0,13.0,17.0,,,17.0,,,,
6981,2,,,,,,,,,,,,,
6982,4,,,,,,,,,,,,,
6983,9,15.0,,,,,,,,,19.0,,,12.0
6984,14,,,,,,,,,,,,,
6985,8,,,,,,,,,,,,,
6986,10,16.0,4.0,9.0,8.0,13.0,7.0,8.0,4.0,,3.0,,,
6987,13,,3.0,18.0,,,,,,,16.0,,,
6988,7,,3.0,14.0,3.0,14.0,13.0,19.0,11.0,,14.0,10.0,,
6989,15,14.0,,,,,,,,,,,,
6990,6,,2.0,16.0,2.0,,,,,,14.0,,,
6991,14,11.0,1.0,4.0,2.0,17.0,15.0,6.0,,,,,,
6992,5,,9.0,17.0,7.0,15.0,4.0,12.0,5.0,,,,,
6993,20,,5.0,10.0,,,,,,,,,4.0,
6994,5,12.0,14.0,16.0,4.0,8.0,18.0,20.0,,,,,5.0,
6995,13,,14.0,2.0,17.0,13.0,1.0,20.0,3.0,2.0,,,,
6996,5,,,,,,,,,,,,,
6997,12,17.0,5.0,8.0,13.0,,,,,,,,,
6998,2,4.0,3.0,,,,,,,,,,,
6999,16,,20.0,1.0,5.0,12.0,17.0,4.0,19.0,,,,,
7000,12,,5.0,5.0,,,,,,,,,18.0,
7001,1,,2.0,,,,,,,,,,,
7002,6,,,,,,,,,,,,,
7003,14,,8.0,8.0,5.0,8.0,1.0,,,,,,,2.0
7004,16,,7.0,,,,,,,16.0,,,,
7005,8,,17.0,18.0,9.0,6.0,,,,,15.0,,19.0,4.0
7006,2,,1.0,,,,,,,,1.0,1.0,,
7007,3,,14.0,1.0,3.0,17.0,11.0,,,,,,,
7008,19,9.0,16.0,19.0,1.0,5.0,3.0,11.0,12.0,,,,,
7009,16,4.0,4.0,11.0,10.0,4.0,4.0,4.0,20.0,,,,2.0,
7010,1,1.0,1.0,,,,,,,,,,1.0,
7011,5,15.0,1.0,,,,,,,,6.0,,,
7012,17,,2.0,17.0,13.0,7.0,15.0,6.0,20.0,,,6.0,,
7013,12,,,,,,,,,,,,,
7014,18,,8.0,12.0,11.0,20.0,,,,,18.0,,8.0,18.0
7015,13,,12.0,,,,,,,,7.0,,,
7016,6,,2.0,7.0,9.0,,,,,,,,,
7017,13,18.0,14.0,2.0,12.0,2.0,6.0,15.0,13.0,,,,12.0,10.0
7018,4,,,,,,,,,,,,,
7019,9,,18.0,5.0,1.0,12.0,,,,,,,,
7020,16,8.0,12.0,,,,,,,,5.0,,,
7021,17,,15.0,,,,,,,,17.0,,,
7022,2,,2.0,,,,,,,,1.0,,,
7023,4,13.0,11.0,,,,,,,11.0,,14.0,,13.0
7024,2,1.0,1.0,,,,,,,,,,1.0,
7025,8,,9.0,,,,,,,,11.0,,,
7026,16,,,,,,,,,,,,,
7027,8,4.0,,,,,,,,,,,,
7028,7,,19.0,9.0,15.0,15.0,13.0,20.0,,,9.0,10.0,13.0,
7029,2,,1.0,,,,,,,,1.0,2.0,2.0,
7030,13,10.0,2.0,,,,,,,,6.0,,,2.0
7031,20,17.0,,,,,,,,,,,,
7032,2,,2.0,,,,,,,,2.0,,1.0,
7033,3,,,,,,,,,,,,,
7034,19,4.0,8.0,2.0,17.0,17.0,19.0,15.0,7.0,,,18.0,,14.0
7035,2,8.0,15.0,8.0,8.0,6.0,,,,,6.0,,,
7036,2,,6.0,15.0,6.0,5.0,4.0,4.0,10.0,,13.0,,,
7037,4,,,,,,,,,,,11.0,,
7038,15,8.0,6.0,,,,,,,,,,,
7039,9,6.0,12.0,10.0,14.0,11.0,9.0,19.0,6.0,,,,,
7040,4,,,,,,,,,,,,,
7041,1,,20.0,3.0,17.0,5.0,14.0,8.0,15.0,16.0,,7.0,,
7042,6,,,,,,,,,,,,,
7043,12,16.0,5.0,,,,,,,,,,,
7044,15,19.0,7.0,18.0,17.0,7.0,,,,,,,20.0,15.0
7045,19,,5.0,18.0,19.0,1.0,2.0,19.0,,,12.0,4.0,,
7046,11,,,,,,,,,,,10.0,,
7047,2,,1.0,,,,,,,,1.0,,,
7048,2,1.0,1.0,,,,,,,,,2.0,,
7049,19,,18.0,10.0,8.0,18.0,17.0,17.0,,,,,,
7050,7,,17.0,2.0,11.0,19.0,3.0,1.0,11.0,3.0,11.0,2.0,14.0,
7051,16,,8.0,,,,,,,,,,,
7052,9,,3.0,7.0,,,,,,,,,19.0,
7053,9,,9.0,6.0,19.0,16.0,15.0,15.0,9.0,,8.0,11.0,,
7054,13,,18.0,,,,,,,,,16.0,,
7055,9,,,,,,,,,,,,,
7056,2,,1.0,20.0,2.0,6.0,19.0,14.0,8.0,,,,10.0,
7057,15,,16.0,3.0,16.0,1.0,5.0,2.0,15.0,,,,,
7058,17,,19.0,,,,,,,,6.0,,,
7059,14,,1.0,10.0,11.0,,,,,,,4.0,,
7060,1,,,,,,,,,,,,,
7061,1,1.0,1.0,,,,,,,2.0,,,,
7062,11,5.0,,,,,,,,,13.0,,8.0,
7063,11,,,,,,,,,,,,,
7064,1,,1.0,,,,,,,,,,,
7065,15,,17.0,10.0,,,,,,,,,,
7066,17,,16.0,4.0,5.0,2.0,5.0,19.0,,18.0,,,,
7067,2,,,,,,,,,,,,,
7068,3,16.0,17.0,4.0,11.0,17.0,11.0,15.0,,,,,3.0,
7069,15,,,,,,,,,,,,,
7070,3,10.0,10.0,5.0,12.0,20.0,3.0,7.0,11.0,,15.0,,,4.0
7071,11,,12.0,17.0,1.0,12.0,,,,,,,,
7072,4,20.0,17.0,4.0,11.0,18.0,20.0,13.0,,,18.0,1.0,4.0,
7073,1,,1.0,,,,,,,,,,,
7074,19,16.0,9.0,1.0,4.0,9.0,,,,,,,,
7075,13,16.0,11.0,15.0,19.0,12.0,,,,,,,,
7076,2,,,,,,,,,,,,,
7077,15,,8.0,3.0,,,,,,,6.0,14.0,,
7078,10,,16.0,1.0,,,,,,,5.0,,,
7079,9,,,,,,,,,,11.0,4.0,,
7080,18,6.0,,,,,,,,5.0,,,,
7081,5,,8.0,4.0,9.0,18.0,5.0,19.0,,,,17.0,5.0,
7082,7,,,,,,,,,,,,,
7083,5,,10.0,6.0,15.0,11.0,6.0,12.0,19.0,,,12.0,19.0,
7084,2,,6.0,11.0,,,,,,,9.0,,,
7085,15,,19.0,1.0,6.0,12.0,12.0,1.0,3.0,,,,8.0,
7086,16,,1.0,,,,,,,,,,,14.0
7087,9,6.0,,,,,,,,,,17.0,,
7088,10,,12.0,10.0,16.0,8.0,,,,,10.0,,,
7089,4,,,,,,,,,,,,,
7090,10,,,,,,,,,,,,,
7091,13,3.0,3.0,4.0,15.0,,,,,,,,,
7092,3,,17.0,11.0,16.0,7.0,2.0,5.0,14.0,,,,9.0,
7093,11,,17.0,5.0,,,,,,4.0,,,,16.0
7094,10,,3.0,19.0,4.0,7.0,12.0,2.0,13.0,,15.0,,,
7095,11,,4.0,13.0,3.0,,,,,,,15.0,,12.0
7096,2,,,,,,,,,,,,,
7097,13,,,,,,,,,,,,,
7098,9,,10.0,17.0,7.0,,,,,,,18.0,,
7099,11,19.0,19.0,11.0,5.0,1.0,18.0,5.0,9.0,,1.0,,,3.0
7100,14,1.0,11.0,,,,,,,,,,,
7101,3,11.0,5.0,,,,,,,,3.0,,,
7102,13,,20.0,4.0,1.0,13.0,19.0,13.0,2.0,,,,,
7103,6,,,,,,,,,,,,,
7104,20,,,,,,,,,,,,,
7105,1,,2.0,,,,,,,,,,,
7106,1,,1.0,,,,,,,,,,,
7107,18,,7.0,,,,,,,,14.0,,,7.0
7108,6,,19.0,6.0,15.0,18.0,16.0,,,,18.0,,16.0,
7109,3,13.0,19.0,,,,,,,,3.0,17.0,,
7110,20,,,,,,,,,,,,,
7111,12,9.0,,,,,,,,,,20.0,,
7112,1,,,,,,,,,,,6.0,,
7113,2,,2.0,13.0,10.0,14.0,,,,,,12.0,,
7114,20,10.0,16.0,1.0,20.0,14.0,15.0,18.0,16.0,,,6.0,18.0,15.0
7115,15,13.0,9.0,8.0,,,,,,,,,,
7116,2,,2.0,,,,,,,,,,,
7117,16,,10.0,17.0,,,,,,,,,,
7118,4,14.0,5.0,4.0,20.0,4.0,19.0,11.0,6.0,,,,,
7119,4,,10.0,19.0,,,,,,,17.0,,,
7120,7,,16.0,,,,,,,,6.0,,10.0,
7121,18,,20.0,,,,,,,,,10.0,,
7122,3,,,,,,,,,,,,,
7123,20,,11.0,9.0,3.0,16.0,9.0,6.0,4.0,,,13.0,,
7124,12,,20.0,,,,,,,,17.0,19.0,,
7125,18,,,,,,,,,,,,,
7126,9,,3.0,18.0,4.0,12.0,4.0,,,,2.0,18.0,,
7127,15,,17.0,2.0,,,,,,,,,,
7128,3,,,,,,,,,,,,,
7129,15,,9.0,14.0,12.0,19.0,20.0,8.0,6.0,,,4.0,15.0,
7130,19,,,,,,,,,,,,,
7131,9,,3.0,11.0,18.0,16.0,16.0,4.0,9.0,2.0,,,,
7132,2,7.0,3.0,,,,,,,,,,,
7133,15,,,,,,,,,,,,,
7134,5,20.0,,,,,,,,,,,,
7135,10,,19.0,16.0,10.0,8.0,2.0,,,10.0,,17.0,,
7136,8,,10.0,19.0,,,,,,,20.0,,,
7137,6,,,,,,,,,,,,,
7138,5,9.0,19.0,,,,,,,,20.0,,,
7139,5,15.0,1.0,19.0,17.0,14.0,8.0,10.0,8.0,,16.0,,,
7140,14,,14.0,19.0,3.0,17.0,,,,,,,13.0,
7141,2,7.0,10.0,16.0,,,,,,,4.0,10.0,,
7142,10,,,,,,,,,,,,,
7143,16,4.0,9.0,14.0,,,,,,,,,,
7144,17,,17.0,10.0,12.0,16.0,6.0,8.0,11.0,,,,,
7145,16,20.0,4.0,14.0,,,,,,,,18.0,2.0,
7146,19,,,,,,,,,,,,,
7147,10,19.0,3.0,,,,,,,,,,,
7148,12,,12.0,12.0,18.0,18.0,,,,,,,,7.0
7149,8,7.0,13.0,6.0,9.0,12.0,12.0,13.0,,,,,,
7150,9,,,,,,,,,,,,,
7151,18,,5.0,14.0,18.0,5.0,16.0,1.0,16.0,,,,,
7152,4,7.0,3.0,,,,,,,,,,,
7153,13,,2.0,19.0,10.0,19.0,,,,,,9.0,,
7154,1,,,,,,,,,,,,,
7155,11,,,,,,,,,,,,,
7156,8,,4.0,16.0,,,,,,,,1.0,,
7157,9,9.0,13.0,4.0,9.0,3.0,7.0,2.0,2.0,,,,2.0,
7158,4,,12.0,9.0,3.0,9.0,8.0,11.0,15.0,,16.0,7.0,,
7159,4,,,,,,,,,,,,,
7160,16,,20.0,,,,,,,,,,,
7161,13,,11.0,2.0,12.0,16.0,,,,,5.0,17.0,9.0,
7162,5,,11.0,18.0,,,,,,,,,13.0,
7163,5,3.0,12.0,16.0,13.0,2.0,17.0,7.0,11.0,,,,,
7164,19,,,,,,,,,,,,,
7165,9,,9.0,,,,,,,,3.0,8.0,,
7166,17,,,,,,,,,,,,,
7167,16,13.0,18.0,14.0,11.0,20.0,3.0,5.0,14.0,,18.0,,,
7168,13,,,,,,,,,,,,,
7169,1,,11.0,,,,,,,,,,,
7170,9,,2.0,10.0,18.0,15.0,7.0,2.0,18.0,,,,,
7171,19,,13.0,6.0,,,,,,,,16.0,,
7172,6,19.0,,,,,,,,,,,,13.0
7173,2,,2.0,,,,,,,,1.0,,,
7174,16,6.0,13.0,,,,,,,,,,,
7175,1,,3.0,7.0,18.0,8.0,11.0,1.0,17.0,,1.0,,,
7176,20,,17.0,18.0,16.0,6.0,1.0,3.0,5.0,,,,,
7177,12,,,,,,,,,,,,,
7178,18,,18.0,9.0,6.0,14.0,13.0,2.0,,,,,5.0,
7179,14,17.0,18.0,4.0,12.0,4.0,7.0,15.0,,7.0,3.0,,5.0,
7180,1,,15.0,,,,,,,,,18.0,,
7181,16,,10.0,5.0,20.0,17.0,16.0,16.0,,,15.0,,,
7182,1,,4.0,18.0,1.0,18.0,11.0,20.0,2.0,,14.0,,,
7183,8,20.0,11.0,16.0,5.0,10.0,,,,,,,11.0,18.0
7184,14,,17.0,11.0,4.0,13.0,,,,,,,,
7185,1,3.0,19.0,19.0,5.0,20.0,1.0,,,,,6.0,10.0,
7186,2,,,,,,,,,,,,,
7187,2,8.0,,,,,,,,,15.0,,,
7188,1,,,,,,,,,,,,,
7189,19,12.0,11.0,7.0,14.0,,,,,,,1.0,6.0,
7190,5,,,,,,,,,,,,,
7191,2,,,,,,,,,,,,,
7192,2,,2.0,,,,,,,,,1.0,,
7193,20,7.0,6.0,2.0,9.0,2.0,9.0,15.0,4.0,,,,15.0,
7194,10,,4.0,1.0,12.0,6.0,9.0,2.0,9.0,,15.0,,,13.0
7195,17,16.0,19.0,14.0,18.0,14.0,2.0,17.0,3.0,,,,13.0,
7196,18,,,,,,,,,,,,,
7197,16,,10.0,19.0,6.0,9.0,3.0,13.0,,,17.0,,,7.0
7198,5,,,,,,,,,,,,,
7199,2,,7.0,10.0,7.0,18.0,10.0,,,,4.0,,,
7200,12,,,,,,,,,,,,,
7201,14,9.0,20.0,20.0,10.0,13.0,9.0,15.0,11.0,,,,,
7202,12,,,,,,,,,,,,,
7203,4,19.0,,,,,,,,,,20.0,,20.0
7204,1,,,,,,,,,,,,,
7205,20,2.0,20.0,3.0,15.0,,,,,,,,11.0,12.0
7206,15,,16.0,5.0,8.0,,,,,,16.0,2.0,20.0,
7207,8,,,,,,,,,,14.0,,,
7208,8,,,,,,,,,,,,,
7209,2,,1.0,,,,,,,1.0,,,,
7210,7,1.0,14.0,16.0,,,,,,,,,,
7211,1,,2.0,,,,,,,,,,1.0,
7212,3,16.0,1.0,19.0,13.0,8.0,4.0,19.0,16.0,,12.0,,,
7213,5,,,,,,,,,,,,,
7214,2,,,,,,,,,,,,,
7215,3,1.0,6.0,20.0,9.0,,,,,,15.0,,19.0,15.0
7216,17,,,,,,,,,,,,,
7217,10,,20.0,9.0,14.0,9.0,19.0,,,11.0,,,18.0,
7218,1,,2.0,,,,,,,,,,,
7219,6,,4.0,20.0,9.0,1.0,,,,,15.0,16.0,5.0,
7220,4,4.0,,,,,,,,,,,,
7221,1,,16.0,,,,,,,,,,,
7222,20,,12.0,5.0,10.0,,,,,,,8.0,,
7223,12,,19.0,7.0,15.0,20.0,,,,,,,,
7224,18,6.0,11.0,,,,,,,,4.0,8.0,,
7225,8,,2.0,3.0,14.0,11.0,16.0,17.0,7.0,,10.0,,,
7226,5,8.0,2.0,11.0,10.0,15.0,8.0,16.0,1.0,,,1.0,,
7227,20,17.0,18.0,14.0,4.0,8.0,5.0,14.0,14.0,,,,,
7228,1,,2.0,,,,,,,,,1.0,1.0,
7229,16,,18.0,1.0,7.0,19.0,1.0,2.0,17.0,,,,,
7230,18,,6.0,,,,,,,,,,,
7231,15,15.0,11.0,1.0,,,,,,,,,1.0,
7232,20,,18.0,8.0,10.0,11.0,12.0,13.0,,,,,,
7233,7,,,,,,,,,,14.0,,,
7234,17,,5.0,17.0,,,,,,,2.0,,15.0,
7235,8,,4.0,1.0,1.0,1.0,,,,,,,5.0,
7236,2,,2.0,,,,,,,,,,,
7237,18,,14.0,8.0,,,,,,,,10.0,,
7238,2,,2.0,,,,,,,,,,,
7239,9,,10.0,,,,,,,,4.0,5.0,18.0,
7240,17,,15.0,9.0,18.0,9.0,9.0,6.0,,,20.0,,,
7241,2,,,,,,,,,,,,,
7242,11,,,,,,,,,,,,,
7243,17,,16.0,19.0,,,,,,,,,,
7244,12,,18.0,10.0,20.0,16.0,4.0,12.0,1.0,,,10.0,,
7245,12,,,,,,,,,,,,,
7246,11,,14.0,3.0,11.0,16.0,11.0,,,,,,,
7247,12,,9.0,2.0,15.0,8.0,,,,,,,,
7248,10,20.0,2.0,,,,,,,5.0,,,,
7249,7,11.0,12.0,20.0,20.0,19.0,11.0,2.0,4.0,,,8.0,18.0,
7250,2,,18.0,2.0,2.0,7.0,8.0,7.0,18.0,,,18.0,,
7251,2,,,,,,,,,,,,,
7252,3,,,,,,,,,,,,,
7253,5,17.0,17.0,13.0,15.0,20.0,,,,,,4.0,,
7254,17,15.0,4.0,11.0,,,,,,,17.0,,,
7255,2,,1.0,,,,,,,,1.0,2.0,,
7256,6,,,,,,,,,,,,,
7257,2,,1.0,,,,,,,,,,,2.0
7258,10,8.0,,,,,,,,,2.0,6.0,13.0,
7259,13,,18.0,8.0,5.0,,,,,,,,3.0,
7260,1,,1.0,,,,,,,,1.0,,,2.0
7261,10,,6.0,10.0,6.0,15.0,14.0,4.0,3.0,,10.0,,,
7262,19,12.0,2.0,9.0,15.0,11.0,6.0,10.0,18.0,,19.0,,,
7263,11,,12.0,10.0,,,,,,,,2.0,,
7264,16,16.0,17.0,15.0,18.0,18.0,12.0,7.0,2.0,,,,,
7265,10,,,,,,,,,,,,,
7266,1,,12.0,1.0,2.0,14.0,18.0,20.0,,,,,10.0,7.0
7267,2,15.0,15.0,,,,,,,,,15.0,2.0,
7268,14,,20.0,19.0,16.0,18.0,10.0,15.0,4.0,,,,,
7269,7,,16.0,9.0,7.0,15.0,4.0,3.0,5.0,,,,,
7270,1,1.0,16.0,6.0,3.0,17.0,,,,,,,,
7271,1,,1.0,,,,,,,,,,,1.0
7272,10,,,,,,,,,,,16.0,,
7273,9,,,,,,,,,,,,,
7274,15,14.0,12.0,12.0,,,,,,,,3.0,,
7275,1,,2.0,,,,,,,,,,,
7276,11,,,,,,,,,,,12.0,,
7277,1,,,,,,,,,,,,,
7278,16,,,,,,,,,,,13.0,,
7279,1,,2.0,,,,,,,,1.0,,,
7280,8,,,,,,,,,,,,14.0,
7281,7,,,,,,,,,,,,,
7282,1,,,,,,,,,,,,,
7283,1,,1.0,,,,,,,,1.0,,,
7284,10,,6.0,18.0,11.0,3.0,8.0,19.0,7.0,,,,,
7285,6,,19.0,1.0,,,,,,,,,,
7286,8,,,,,,,,,,,,,
7287,13,19.0,9.0,12.0,15.0,11.0,6.0,19.0,14.0,,5.0,,,
7288,13,12.0,13.0,5.0,11.0,12.0,,,,,2.0,,,
7289,11,,4.0,14.0,,,,,,,12.0,,1.0,
7290,8,,6.0,17.0,3.0,5.0,13.0,6.0,,,3.0,18.0,,
7291,5,,,,,,,,,,,,,
7292,13,,20.0,,,,,,,,18.0,,3.0,15.0
7293,13,,3.0,14.0,8.0,16.0,3.0,,,,,,,14.0
7294,9,,12.0,7.0,7.0,4.0,,,,,14.0,,17.0,
7295,8,,16.0,10.0,14.0,9.0,,,,,,,,
7296,8,2.0,,,,,,,,,,,,
7297,9,20.0,2.0,17.0,2.0,,,,,,,,1.0,
7298,2,13.0,5.0,,,,,,,,,2.0,13.0,16.0
7299,17,12.0,2.0,,,,,,,,17.0,,15.0,15.0
7300,1,,,,,,,,,,,,,
7301,2,,2.0,,,,,,,,,,,2.0
7302,6,7.0,4.0,15.0,5.0,6.0,17.0,,,,15.0,13.0,,
7303,2,,20.0,7.0,14.0,14.0,17.0,3.0,15.0,,,,,
7304,8,,18.0,13.0,1.0,1.0,3.0,19.0,17.0,,,,2.0,
7305,20,,11.0,2.0,11.0,17.0,6.0,17.0,10.0,,,,,2.0
7306,20,,15.0,,,,,,,,13.0,,,3.0
7307,7,,,,,,,,,,,,,
7308,1,2.0,8.0,,,,,,,,2.0,,,
7309,15,11.0,7.0,3.0,1.0,,,,,,9.0,,3.0,
7310,2,2.0,1.0,,,,,,,,2.0,,2.0,
7311,16,12.0,20.0,,,,,,,,,,,
7312,2,,,,,,,,,,,,,
7313,12,,4.0,2.0,,,,,,,14.0,,6.0,
7314,14,,4.0,,,,,,,,20.0,,9.0,
7315,8,1.0,,,,,,,,,,,,
7316,16,9.0,20.0,2.0,,,,,,,,,,
7317,10,7.0,14.0,,,,,,,,,,,
7318,1,,,,,,,,,,,,,
7319,4,,7.0,3.0,,,,,,8.0,11.0,2.0,2.0,
